"partition","site","year","survey_count"
"forest","22g8th7d50e8",2005,869
"forest","22g8th7d50e8",2012,632
"forest","51706ev253of",2012,152
"forest","i2b9y2drxhm5",1993,368
"forest","i2b9y2drxhm5",2001,457
"forest","i2b9y2drxhm5",2007,153
"forest","09g38vp0z2qb",1991,1404
"forest","09g38vp0z2qb",2012,2062
"forest","09g38vp0z2qb",1998,1250
"forest","09g38vp0z2qb",2015,143
"forest","09g38vp0z2qb",2004,318
"forest","qkm6n7u8o41h",2015,185
"forest","xj1r97odyg26",2011,100
"forest","xj1r97odyg26",2000,4
"forest","xj1r97odyg26",2001,548
"forest","xj1r97odyg26",2014,314
"forest","k9g932455y2g",2014,2
"forest","41vh67u8385s",2014,28
"forest","41vh67u8385s",2000,0
"forest","d5760qivd98z",2000,0
"forest","d5760qivd98z",2014,200
"forest","8l160r6404m7",2012,1
"forest","m50240h34uvz",1995,1500
"forest","m50240h34uvz",2015,420
"forest","m50240h34uvz",2011,780
"forest","1ze1418x81ei",2011,15
"forest","1ze1418x81ei",1993,425
"forest","fhl9016ob03f",1993,3719
"forest","fhl9016ob03f",2009,1426
"forest","fhl9016ob03f",2015,1029
"forest","3kxbnr33m7sc",2015,2737
"forest","g984yu1j5zx5",2009,901
"forest","vib7m5kh8y3x",2003,1354
"forest","1dfcb7sbt3t0",2015,547
"forest","1dfcb7sbt3t0",1991,773
"forest","d90nxj74e72n",2013,118
"forest","d90nxj74e72n",2003,178
"forest","8115pqw0ogge",2011,1735
"forest","8115pqw0ogge",2015,499
"forest","57k7tjh3vl6x",1998,2178
"forest","57k7tjh3vl6x",2005,2577
"forest","57k7tjh3vl6x",2015,565
"forest","4676n6ba3qxm",2013,10
"forest","z8z1qpk0qk36",2012,5
"forest","z8z1qpk0qk36",2002,63
"forest","f725d6f62pzr",2011,1136
"forest","f725d6f62pzr",2006,2694
"forest","ttts416x5ioc",2008,73
"forest","ttts416x5ioc",2012,104
"forest","0821465515t8",2013,947
"forest","0821465515t8",2005,772
"forest","0821465515t8",2000,1000
"forest","d3yx7bog6pa8",2015,1311
"forest","3u3w2f883m45",2006,4895
"forest","3u3w2f883m45",2011,4225
"forest","31ns772n9co7",2011,58
"forest","31ns772n9co7",2004,35
"forest","0b3701448318",2007,6
"forest","0l7fisr39q0b",2006,490
"forest","jumbw071d31e",2011,279
"forest","16zb00uelhio",2011,307
"forest","16zb00uelhio",2006,1404
"forest","nl1gn396xl3b",2005,340
"forest","fl4q7a7y1651",2013,346
"forest","31132j36z358",2003,380
"forest","31132j36z358",2006,59
"forest","q0cnnphn8ucw",1994,35
"forest","q0cnnphn8ucw",2005,200
"forest","1352q8810qw5",2014,4143
"forest","1352q8810qw5",2007,15109
"forest","891r763nq7xp",2006,2261
"forest","891r763nq7xp",2001,431
"forest","891r763nq7xp",2003,3032
"forest","891r763nq7xp",2011,1902
"forest","666622o5g4yx",2000,18222
"forest","666622o5g4yx",2012,9292
"forest","666622o5g4yx",2005,13545
"forest","ch33895eoc06",2009,200
"forest","t1gy3dr85r9m",2000,11
"forest","t1gy3dr85r9m",1994,6
"forest","1056xr4o5vx4",1987,60
"forest","1056xr4o5vx4",2013,3
"forest","1056xr4o5vx4",2003,65
"forest","1056xr4o5vx4",1979,150
"forest","ji7dh8f166ew",1993,35
"forest","ji7dh8f166ew",2013,15
"forest","6spks962dfbc",1989,5
"forest","494hcl8rbg10",1976,1500
"forest","494hcl8rbg10",2010,0
"forest","494hcl8rbg10",1998,200
"forest","494hcl8rbg10",2015,100
"forest","494hcl8rbg10",2002,10
"forest","494hcl8rbg10",1989,750
"forest","r4216y035uqn",1989,20
"forest","tbe46625pq0l",1989,30
"forest","84uhn1sw2459",1989,15
"forest","84uhn1sw2459",1997,6
"forest","q6i3opp2o0lg",1991,150
"forest","86nl4u660a0g",1989,20
"forest","2l53f826lw93",2002,20
"forest","2l53f826lw93",1996,20
"forest","3466337108kw",1997,30
"forest","nhn4k20y8685",1989,30
"forest","cy2t2p5ku5y3",1991,70
"forest","cy2t2p5ku5y3",2002,159
"forest","cy2t2p5ku5y3",1979,150
"forest","cy2t2p5ku5y3",2014,0
"forest","k2hob96or1xd",1989,20
"forest","k2hob96or1xd",2000,40
"forest","c92t434xce75",1989,30
"forest","c92t434xce75",2013,2
"forest","c92t434xce75",2001,47
"forest","ope75n9qdgc0",2015,20
"forest","257u2d7rkgt5",1989,50
"forest","x29o9m2f2jyu",1989,50
"forest","7o02i4n7ehs7",1989,30
"forest","0s6r3am624v9",1993,20
"forest","z11p6l4n3q9i",1991,300
"forest","z11p6l4n3q9i",2001,75
"forest","z11p6l4n3q9i",2002,53
"forest","z11p6l4n3q9i",1998,75
"forest","z11p6l4n3q9i",1979,2000
"forest","z11p6l4n3q9i",2010,189
"forest","kuh8jv25pfh9",1989,5
"forest","kuh8jv25pfh9",1998,5
"forest","eu8g36ce07i8",1989,10
"forest","jbw5x9xst5hc",1976,5018
"forest","jbw5x9xst5hc",2012,365
"forest","jbw5x9xst5hc",2002,8500
"forest","fn6gvj72t3gv",2004,6354
"forest","fn6gvj72t3gv",2002,6983
"forest","fn6gvj72t3gv",1976,22670
"forest","fn6gvj72t3gv",2012,1708
"forest","fn6gvj72t3gv",1995,11175
"forest","fn6gvj72t3gv",2014,1718
"forest","agux16va6dj8",1989,9000
"forest","agux16va6dj8",2002,1125
"forest","agux16va6dj8",1977,3300
"forest","agux16va6dj8",2005,35
"forest","agux16va6dj8",2000,15
"forest","735q974wj596",2002,625
"forest","203agjd708lm",2002,850
"forest","203agjd708lm",2014,105
"forest","06kzly31jl86",2002,625
"forest","06kzly31jl86",2013,21
"forest","002l61113umj",1992,6000
"forest","002l61113umj",2005,3000
"forest","v9156643jmx6",2002,1000
"forest","k6q242khr662",1995,6339
"forest","k6q242khr662",2011,1701
"forest","k6q242khr662",2000,3808
"forest","k6q242khr662",1989,6730
"forest","k6q242khr662",2006,3288
"forest","6i919d5k2161",2011,5
"forest","6i919d5k2161",2002,1750
"forest","o7vs3zv54fzx",1989,6330
"forest","o7vs3zv54fzx",1979,18000
"forest","o7vs3zv54fzx",2004,1186
"forest","o7vs3zv54fzx",2003,12500
"forest","68514eb7xn6j",2008,500
"forest","68514eb7xn6j",2002,1375
"forest","68514eb7xn6j",1989,8000
"forest","j6kembyydz37",2002,1500
"forest","o5u20f5o638b",2003,64
"forest","o5u20f5o638b",2010,347
"forest","o5u20f5o638b",1990,469
"forest","o5u20f5o638b",1998,486
"forest","o5u20f5o638b",2006,348
"forest","o5u20f5o638b",1977,2500
"forest","o5u20f5o638b",2014,35
"forest","l25exhu5j9i7",2004,700
"forest","l25exhu5j9i7",2011,884
"forest","09680u023648",2006,301
"forest","v3ogx04043ac",2007,216
"forest","98x22lv066yg",2002,4035
"forest","hzdh918cprfw",2006,469
"forest","4h63685kc676",1999,11205
"forest","4h63685kc676",2011,2567
"forest","b2huj5q5t28g",2009,3489
"forest","b2huj5q5t28g",2005,1216
"forest","zia82cw5bt7w",2008,900
"forest","x6j4wy8t8wz9",2007,1344
"forest","6p6vc267o414",1998,4500
"forest","6p6vc267o414",2009,4142
"forest","6p6vc267o414",2000,8132
"forest","6p6vc267o414",2008,4142
"forest","6p6vc267o414",2005,2350
"forest","4t71ww4n7586",2011,716
"forest","s6wmj58ce90f",2011,80
"forest","i852if25lrtj",2013,6875
"forest","i852if25lrtj",2004,28947
"forest","5129ei1960x0",2011,236
"forest","hdn85b70kf54",2001,1396
"forest","hdn85b70kf54",2006,2416
"forest","3q01nrz9822t",2001,2483
"forest","3q01nrz9822t",2004,1522
"forest","3q01nrz9822t",2012,1363
"forest","6cpvx44vhjp0",2004,151
"forest","1r99jy3bf6o2",2006,344
"forest","m51l48808xe6",2006,690
"forest","wxfp73368jiy",2011,1039
"forest","wxfp73368jiy",2015,2000
"forest","5so61rjzasn2",2001,21
"forest","5so61rjzasn2",1994,60
"forest","5so61rjzasn2",2009,56
"forest","8kiy959ayfa8",1977,160
"forest","8kiy959ayfa8",2004,115
"forest","8kiy959ayfa8",1994,100
"forest","8kiy959ayfa8",1995,100
"forest","8kiy959ayfa8",1999,108
"forest","8kiy959ayfa8",2009,133
"forest","606pev106w96",1994,12
"forest","cdgr703l7mzw",2002,7
"forest","x1w2518zrr85",1994,200
"forest","x1w2518zrr85",2006,357
"forest","jg4xu2yj7fb1",2007,90
"forest","jg4xu2yj7fb1",1994,500
"forest","jg4xu2yj7fb1",2004,72
"forest","08f58395bhkj",1990,100
"forest","08f58395bhkj",1997,219
"forest","08f58395bhkj",2004,164
"forest","ilio248tl8v3",1993,589
"forest","ilio248tl8v3",2006,401
"forest","50w8a528op5f",1996,100
"forest","50w8a528op5f",2006,0
"forest","50w8a528op5f",1998,46
"forest","m8zf4xk6095m",1997,108
"forest","m8zf4xk6095m",1998,108
"forest","m8zf4xk6095m",2004,214
"forest","m8zf4xk6095m",2011,64
"forest","9216mrg2orhd",1991,35
"forest","9216mrg2orhd",2004,0
"forest","9dn36ky54w8k",2004,7
"forest","b0986hc4vyy0",1989,313
"forest","b0986hc4vyy0",2009,124
"forest","8d50vfn08hi0",1990,33
"forest","8d50vfn08hi0",2015,50
"forest","m98hr8mmn2p3",2005,17
"forest","76iy0v2rg8i8",1977,770
"forest","76iy0v2rg8i8",1992,817
"forest","76iy0v2rg8i8",2002,350
"forest","76iy0v2rg8i8",2003,85
"forest","76iy0v2rg8i8",2015,0
"forest","5ryc6k02kkg6",2011,2
"forest","5ryc6k02kkg6",1993,30
"forest","5ryc6k02kkg6",2002,6
"forest","tst584cfwi14",1998,74
"forest","47k779797v3p",2007,5
"forest","00zcgv6jrcky",1976,1450
"forest","00zcgv6jrcky",2013,7
"forest","3422k4623g46",1991,40
"forest","3422k4623g46",2015,12
"forest","6zj9591uj3nz",1994,30
"forest","6zj9591uj3nz",1993,30
"forest","7t50qpx10e9r",1993,25
"forest","e6e13fq529cr",1977,350
"forest","e6e13fq529cr",1992,20
"forest","e6e13fq529cr",2002,2
"forest","e6e13fq529cr",2006,1
"forest","e6e13fq529cr",2012,10
"forest","1159650094c4",1995,5
"forest","7q9yysibwb36",1987,50
"forest","1h654omg67r3",1994,50
"forest","1h654omg67r3",2006,80
"forest","wzp930i54o8h",2002,4
"forest","a59y7028phh1",1987,45
"forest","a59y7028phh1",2002,61
"forest","a59y7028phh1",2015,60
"forest","03yd0j2b7130",1987,5
"forest","29bw7237el28",1995,35
"forest","29bw7237el28",1998,16
"forest","29bw7237el28",2014,10
"forest","29bw7237el28",2003,0
"forest","29bw7237el28",1987,35
"savannah","08mjw6fx2qqi",1993,70
"savannah","08mjw6fx2qqi",1996,2
"savannah","08mjw6fx2qqi",2001,100
"savannah","08mjw6fx2qqi",2003,104
"savannah","08mjw6fx2qqi",2014,100
"savannah","93u9od2a9syk",2009,50
"savannah","93u9od2a9syk",2015,20
"savannah","9fbl7x679697",1990,200
"savannah","27xww2xh0yzp",1976,200
"savannah","27xww2xh0yzp",1998,65
"savannah","27xww2xh0yzp",1990,100
"savannah","27xww2xh0yzp",2015,250
"savannah","27xww2xh0yzp",2005,264
"savannah","27xww2xh0yzp",2009,324
"savannah","ji4hk9m4hj2d",1990,50
"savannah","ji4hk9m4hj2d",2009,50
"savannah","j5s7l5c3743m",1990,1000
"savannah","j5s7l5c3743m",2015,420
"savannah","j5s7l5c3743m",2001,60
"savannah","f1x4ukdmwo7h",2001,60
"savannah","u55ah941v1z9",1990,300
"savannah","u55ah941v1z9",2015,20
"savannah","94740528agpu",2002,200
"savannah","94740528agpu",2009,6
"savannah","94740528agpu",1990,100
"savannah","94740528agpu",2015,606
"savannah","ayz065u7wo83",2015,50
"savannah","2e0ma211p8l4",2015,300
"savannah","08nrxyuxh3c4",1994,657
"savannah","08nrxyuxh3c4",2002,324
"savannah","08nrxyuxh3c4",1997,250
"savannah","08nrxyuxh3c4",2014,411
"savannah","08nrxyuxh3c4",2007,68
"savannah","08nrxyuxh3c4",2015,80
"savannah","lksyha5v2s0o",2006,0
"savannah","lksyha5v2s0o",2015,20
"savannah","2449l04zeqli",1977,3000
"savannah","2449l04zeqli",1998,4120
"savannah","2449l04zeqli",2005,3540
"savannah","2449l04zeqli",1990,2500
"savannah","t16x09x9ol5k",1969,462
"savannah","t16x09x9ol5k",1978,550
"savannah","t16x09x9ol5k",2002,1100
"savannah","t16x09x9ol5k",1995,870
"savannah","t16x09x9ol5k",1998,980
"savannah","t16x09x9ol5k",2005,1417
"savannah","t16x09x9ol5k",2015,1656
"savannah","2u479a744o5w",2002,184
"savannah","2u479a744o5w",1991,78
"savannah","2u479a744o5w",1996,100
"savannah","0az2r176azy5",2000,50
"savannah","6s0019l1h0r0",2014,42
"savannah","1rm798tfkum2",1988,176
"savannah","1a9rcpr6u7rr",1994,92
"savannah","1a9rcpr6u7rr",1997,156
"savannah","isc1b9fy0945",2002,490
"savannah","4mk7j74td073",1993,34
"savannah","an1eo75f3ld9",2005,13
"savannah","s13td774qip8",1993,830
"savannah","s13td774qip8",2014,0
"savannah","s13td774qip8",2005,0
"savannah","bwbku0n34v40",2014,0
"savannah","bwbku0n34v40",2002,5
"savannah","3ny7zy5kain7",2012,6365
"savannah","3ny7zy5kain7",1970,11500
"savannah","3ny7zy5kain7",1975,531
"savannah","3ny7zy5kain7",1992,2969
"savannah","3ny7zy5kain7",2002,5447
"savannah","b8zl5x4j9oq1",2015,60
"savannah","b8zl5x4j9oq1",1976,9897
"savannah","b8zl5x4j9oq1",2000,82
"savannah","b8zl5x4j9oq1",1993,264
"savannah","b8zl5x4j9oq1",1996,150
"savannah","y84xnagk0rsb",2015,0
"savannah","y84xnagk0rsb",1997,210
"savannah","y84xnagk0rsb",1992,307
"savannah","usbxis950lek",2013,449
"savannah","ba529w1ib4od",2012,86
"savannah","ba529w1ib4od",1977,300
"savannah","ba529w1ib4od",2014,100
"savannah","ba529w1ib4od",1998,500
"savannah","ba529w1ib4od",2005,150
"savannah","ba529w1ib4od",1993,267
"savannah","73g7hn60hr2j",2010,3069
"savannah","73g7hn60hr2j",1977,703
"savannah","73g7hn60hr2j",1994,1485
"savannah","73g7hn60hr2j",2014,1408
"savannah","73g7hn60hr2j",2002,2116
"savannah","73g7hn60hr2j",1998,1450
"savannah","z113e030098b",1992,630
"savannah","s7355652kox4",1992,250
"savannah","s7355652kox4",1995,1003
"savannah","8v511c0fj94l",2007,268
"savannah","8v511c0fj94l",2002,272
"savannah","8v511c0fj94l",1976,2122
"savannah","8v511c0fj94l",1977,2629
"savannah","8v511c0fj94l",1992,264
"savannah","8v511c0fj94l",2015,659
"savannah","00566d88v1pc",1996,1114
"savannah","00566d88v1pc",2015,200
"savannah","00566d88v1pc",2002,139
"savannah","00566d88v1pc",1999,400
"savannah","00566d88v1pc",1977,1500
"savannah","0dsk5526gxt6",1991,4245
"savannah","0dsk5526gxt6",2001,2911
"savannah","0dsk5526gxt6",1977,3000
"savannah","0dsk5526gxt6",1998,4022
"savannah","3fn5z2e5ls8g",2012,90
"savannah","3fn5z2e5ls8g",1995,48
"savannah","3fn5z2e5ls8g",1998,55
"savannah","3fn5z2e5ls8g",2015,71
"savannah","ogbmv834hxyj",2010,362
"savannah","ogbmv834hxyj",1997,652
"savannah","ogbmv834hxyj",1992,580
"savannah","om99m3vpsn60",1998,150
"savannah","om99m3vpsn60",2005,120
"savannah","jbjqx1aqhipe",2014,20
"savannah","jbjqx1aqhipe",2011,163
"savannah","80iaejc3l928",2007,27
"savannah","e19h205f1216",1997,200
"savannah","37784u8v714e",1992,300
"savannah","37784u8v714e",1997,464
"savannah","37784u8v714e",1976,192
"savannah","37784u8v714e",1999,658
"savannah","37784u8v714e",2012,274
"savannah","37784u8v714e",2002,649
"savannah","01509xj6j0rb",1975,14000
"savannah","01509xj6j0rb",2002,20
"savannah","01509xj6j0rb",2005,30
"savannah","rvlv60619p7t",1997,200
"savannah","rvlv60619p7t",2007,513
"savannah","rvlv60619p7t",2015,100
"savannah","w5rxij47u420",2005,10356
"savannah","w5rxij47u420",1974,34699
"savannah","w5rxij47u420",2011,12182
"savannah","w5rxij47u420",1989,8541
"savannah","w5rxij47u420",1987,5700
"savannah","w5rxij47u420",1994,7075
"savannah","w5rxij47u420",1997,7371
"savannah","w5rxij47u420",1978,19370
"savannah","w5rxij47u420",2002,9221
"savannah","w5rxij47u420",2014,11116
"savannah","w5rxij47u420",1980,14500
"savannah","t4i772j119ku",1994,39
"savannah","t4i772j119ku",2002,34
"savannah","t4i772j119ku",2013,88
"savannah","r963gzn54da1",1989,12
"savannah","752ybm10b46r",1989,20
"savannah","752ybm10b46r",2003,37
"savannah","k8ko3467cl48",1975,13386
"savannah","k8ko3467cl48",1995,130
"savannah","7363z2929085",1976,3567
"savannah","bdf7a0408t4y",1976,104
"savannah","1al4hc4485nx",1976,22314
"savannah","1al4hc4485nx",2008,675
"savannah","a4ucsp402h19",1976,105220
"savannah","a4ucsp402h19",2007,917
"savannah","xo6fde3ef843",1976,2200
"savannah","xo6fde3ef843",2007,5462
"savannah","pe025fi0wm13",1976,29
"savannah","74ii83d63xz0",1976,288
"savannah","d110w042hexu",1978,100
"savannah","d110w042hexu",2009,100
"savannah","d110w042hexu",2014,200
"savannah","567a9e1mb3zt",2015,1553
"savannah","57z710a490q2",2006,6217
"savannah","57z710a490q2",1988,1595
"savannah","57z710a490q2",1977,1771
"savannah","57z710a490q2",1995,4998
"savannah","57z710a490q2",2002,5751
"savannah","57z710a490q2",1991,5360
"savannah","57z710a490q2",1978,15337
"savannah","57z710a490q2",1987,3059
"savannah","57z710a490q2",2009,4239
"savannah","57z710a490q2",2014,5738
"savannah","44d1qumfjkcy",1967,1197
"savannah","44d1qumfjkcy",2003,793
"savannah","44d1qumfjkcy",1990,220
"savannah","7mpiwx2iaa95",1969,200
"savannah","7mpiwx2iaa95",1990,149
"savannah","7mpiwx2iaa95",2006,36
"savannah","7mpiwx2iaa95",1976,450
"savannah","7mpiwx2iaa95",2014,104
"savannah","5pfq04t202r1",2006,88
"savannah","5pfq04t202r1",2009,0
"savannah","9fw2c32g32f0",1978,500
"savannah","xekycd8f4684",2014,16
"savannah","bn02kvf55h04",2014,59
"savannah","bn02kvf55h04",1978,665
"savannah","bn02kvf55h04",1994,300
"savannah","bn02kvf55h04",2005,41
"savannah","bn02kvf55h04",1996,346
"savannah","bn02kvf55h04",2002,63
"savannah","9vq589y3e7g2",2009,13143
"savannah","9vq589y3e7g2",2000,2861
"savannah","9vq589y3e7g2",2006,9541
"savannah","9vq589y3e7g2",1998,2262
"savannah","9vq589y3e7g2",1994,1583
"savannah","9vq589y3e7g2",2014,1645
"savannah","8x1z1t77473z",2014,19
"savannah","87995i9l448a",2013,337
"savannah","87995i9l448a",2002,70
"savannah","y8i9fx7sr7nd",2006,0
"savannah","y8i9fx7sr7nd",1978,100
"savannah","057jule1x010",2002,200
"savannah","5xqe6hr66a9z",1977,14656
"savannah","5xqe6hr66a9z",1990,17341
"savannah","5xqe6hr66a9z",1996,13021
"savannah","5xqe6hr66a9z",1976,26734
"savannah","5xqe6hr66a9z",2013,20090
"savannah","5xqe6hr66a9z",2015,14284
"savannah","5xqe6hr66a9z",1988,21051
"savannah","5xqe6hr66a9z",2002,24103
"savannah","5xqe6hr66a9z",1993,18864
"savannah","5xqe6hr66a9z",1987,12698
"savannah","5xqe6hr66a9z",2006,35409
"savannah","q4ko6885wymh",1990,14
"savannah","q4ko6885wymh",2002,20
"savannah","q4ko6885wymh",2009,49
"savannah","z67f038c4104",1998,55
"savannah","z67f038c4104",2009,255
"savannah","z67f038c4104",2014,30
"savannah","d8wu9nlf8z85",2014,503
"savannah","d8wu9nlf8z85",2009,843
"savannah","d8wu9nlf8z85",2002,800
"savannah","d8wu9nlf8z85",2006,4635
"savannah","54p3f2618vow",2002,65811
"savannah","54p3f2618vow",1989,30889
"savannah","54p3f2618vow",1976,118640
"savannah","54p3f2618vow",2013,13084
"savannah","54p3f2618vow",2006,70406
"savannah","54p3f2618vow",2014,15201
"savannah","54p3f2618vow",1986,55153
"savannah","54p3f2618vow",1994,52151
"savannah","61nxt86l6311",1976,2718
"savannah","61nxt86l6311",2014,6087
"savannah","61nxt86l6311",1986,467
"savannah","61nxt86l6311",1994,1672
"savannah","61nxt86l6311",2000,1631
"savannah","61nxt86l6311",1992,980
"savannah","61nxt86l6311",1998,2015
"savannah","61nxt86l6311",2006,1472
"savannah","239113mmx3qm",1999,2855
"savannah","239113mmx3qm",1990,2897
"savannah","239113mmx3qm",1976,1357
"savannah","239113mmx3qm",2006,1302
"savannah","239113mmx3qm",1987,6110
"savannah","239113mmx3qm",2014,4079
"savannah","239113mmx3qm",1994,3888
"savannah","239113mmx3qm",1998,1814
"savannah","3tk0xp04bkgt",1991,1620
"savannah","3tk0xp04bkgt",1999,1911
"savannah","3tk0xp04bkgt",2014,805
"savannah","3tk0xp04bkgt",1996,761
"savannah","3tk0xp04bkgt",2006,5486
"savannah","3tk0xp04bkgt",2009,1212
"savannah","axaq0z3pr99b",1978,1156
"savannah","46s31l89089m",1977,668
"savannah","iw22201zicd2",2002,30
"savannah","iw22201zicd2",2015,43
"savannah","iw22201zicd2",1998,20
"savannah","iw22201zicd2",1995,30
"savannah","8s22anrd4n1e",1976,300
"savannah","0u3q6ihvq724",2012,62
"savannah","58uz6x9y297j",2015,20
"savannah","58uz6x9y297j",2003,20
"savannah","58uz6x9y297j",1995,150
"savannah","7s98f306170z",1999,100
"savannah","7s98f306170z",2010,487
"savannah","7s98f306170z",1994,150
"savannah","7s98f306170z",2005,393
"savannah","ij88a5vpejj9",1992,215
"savannah","ij88a5vpejj9",1976,463
"savannah","ij88a5vpejj9",2005,454
"savannah","ij88a5vpejj9",2012,440
"savannah","ij88a5vpejj9",2014,621
"savannah","ij88a5vpejj9",2000,374
"savannah","w38fy716ih92",1995,229
"savannah","9vgos6bk6007",1998,10
"savannah","xg08q3539c0l",2009,19
"savannah","e1m98s54qf66",1995,15
"savannah","e1m98s54qf66",2003,10
"savannah","e1m98s54qf66",2015,11
"savannah","8tfe0kuun41a",1995,20
"savannah","31o5qgpvqhfh",1966,9364
"savannah","31o5qgpvqhfh",1995,336
"savannah","31o5qgpvqhfh",1976,2435
"savannah","31o5qgpvqhfh",2012,1616
"savannah","31o5qgpvqhfh",1992,601
"savannah","31o5qgpvqhfh",2002,692
"savannah","31o5qgpvqhfh",2005,516
"savannah","31o5qgpvqhfh",2014,1352
"savannah","bb4879r85066",2004,6
"savannah","obpjy64z8281",2002,998
"savannah","obpjy64z8281",1992,502
"savannah","obpjy64z8281",1998,800
"savannah","obpjy64z8281",2014,2904
"savannah","obpjy64z8281",2006,2959
"savannah","c81m5r5fc549",1976,704
"savannah","c81m5r5fc549",2003,20
"savannah","c81m5r5fc549",1994,25
"savannah","1o50u139ri6c",1995,30
"savannah","1o50u139ri6c",2015,36
"savannah","1o50u139ri6c",1998,30
"savannah","9k721o19rw56",1995,60
"savannah","9k721o19rw56",2013,33
"savannah","9k721o19rw56",1998,80
"savannah","9k721o19rw56",2015,27
"savannah","xx191m74913n",1976,2560
"savannah","xx191m74913n",2005,708
"savannah","xx191m74913n",2002,300
"savannah","8766675it91c",1970,8824
"savannah","8766675it91c",2002,1000
"savannah","8766675it91c",1978,5877
"savannah","8766675it91c",1998,5000
"savannah","8766675it91c",2010,0
"savannah","8766675it91c",2005,74
"savannah","14419cj0p40j",1977,200
"savannah","14419cj0p40j",1991,540
"savannah","14419cj0p40j",2008,0
"savannah","14419cj0p40j",2015,0
"savannah","k8i20047s76f",1977,300
"savannah","k8i20047s76f",1991,660
"savannah","k8i20047s76f",2008,232
"savannah","k8i20047s76f",2015,0
"savannah","59i3866a2857",1991,60
"savannah","59i3866a2857",2008,0
"savannah","59i3866a2857",2015,0
"savannah","7hiy409me306",1991,360
"savannah","7hiy409me306",2008,293
"savannah","7hiy409me306",2015,89
"savannah","26hc4ur390i6",1977,465
"savannah","26hc4ur390i6",2002,475
"savannah","26hc4ur390i6",2007,246
"savannah","26hc4ur390i6",1991,1071
"savannah","26hc4ur390i6",1996,1600
"savannah","75n75x7c06ft",2015,50
"savannah","4d4cpmxoa8h0",2014,132
"savannah","1jib72tqs6hh",2013,13
"savannah","1jib72tqs6hh",2015,7
"savannah","lx3r0699ax6o",2013,171
"savannah","v91cez42p84p",2002,150
"savannah","v91cez42p84p",2014,168
"savannah","op6g2h3tl4m4",2002,600
"savannah","op6g2h3tl4m4",2009,0
"savannah","op6g2h3tl4m4",2015,20
"savannah","395416c88uh3",2002,400
"savannah","395416c88uh3",2013,18
"savannah","395416c88uh3",2015,18
"savannah","p8v4m7hdiy50",2013,6
"savannah","58sl1a45d9gl",2013,63
"savannah","58sl1a45d9gl",2002,50
"savannah","mm878prvv001",2015,73
"savannah","mm878prvv001",2013,73
"savannah","mm878prvv001",2002,200
"savannah","w2t63412qw72",2013,6
